level,rep,comment
L0,35,"The portfolio was constructed with a risk-averse, diversified approach by spreading weights across all 30 stocks with no single position dominating. Defensive and dividend-paying stocks such as JNJ, PG, KO, WMT, MRK, and UNH received slightly higher allocations to reduce overall volatility, while large-cap growth leaders AAPL and MSFT were given modest overweights for long-term stability. Cyclical and higher-volatility names like BA, DOW, INTC, and MMM were assigned lower weights to limit downside risk."
L1,35,"The portfolio was constructed by focusing on stocks with higher expected returns (AAPL, MSFT, AMZN, CRM) while balancing risk through diversification into lower-volatility, lower-correlation assets (MRK, AMGN, PG, WMT, JNJ). Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded entirely, and weights were tilted toward assets with favorable return-to-variance ratios and low covariances with each other. The result emphasizes technology and healthcare growth alongside defensive consumer staples to reduce overall portfolio volatility for a risk-averse investor."
L2,35,"The portfolio was constructed using mean-variance optimization with lambda=0.5, balancing expected return against portfolio variance by maximizing the objective w'mu - 0.5*w'Sigma*w subject to no short-selling and weights summing to one. Assets with negative or near-zero expected returns (MMM, VZ, INTC) received zero allocation, while high-return, lower-risk assets like AAPL, MSFT, AMZN, and CRM received larger weights. Diversification was achieved by including defensive lower-volatility names such as MRK, AMGN, PG, WMT, and UNH to reduce overall portfolio variance."
L3,35,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, solving max mu^T w - 0.25 * w^T Sigma w subject to non-negativity and full investment constraints via quadratic programming. Assets with negative or near-zero expected returns (MMM, VZ, INTC) received zero weight, while high-return assets with moderate variance such as AAPL and MSFT received the largest allocations. Diversification was maintained by spreading remaining weight across AMZN, CRM, AMGN, MRK, UNH, and lower-volatility defensive names like PG, WMT, and V to balance the risk-return tradeoff."
L0,36,"The portfolio was constructed using a near-equal-weight approach across all 30 stocks to maximize diversification and minimize concentration risk, which suits a risk-averse investor. Slightly higher weights were assigned to large-cap, defensive, and dividend-paying stocks such as AAPL, MSFT, KO, JNJ, PG, WMT, MCD, and V, which historically exhibit lower volatility and stable cash flows. The allocation spans multiple sectors including technology, healthcare, consumer staples, financials, industrials, and energy, ensuring broad sector diversification to reduce portfolio-level risk."
L1,36,"The portfolio was constructed using a mean-variance optimization approach favoring stocks with higher expected returns (AAPL, MSFT, AMZN, CRM) while controlling risk through diversification across sectors including healthcare (MRK, UNH, JNJ), consumer staples (PG, WMT, KO), and financials (V, TRV). Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded entirely, and lower-volatility assets like MRK, PG, WMT, and AMGN received meaningful allocations to reduce overall portfolio variance. The resulting portfolio balances growth potential with risk reduction by combining high-return technology names with low-covariance defensive holdings."
L2,36,"The portfolio was constructed using mean-variance optimization with lambda=0.5, balancing expected return against portfolio variance by maximizing the objective w'mu - 0.5*w'Sigma*w subject to no short-selling and weights summing to one. Assets with negative or near-zero expected returns (MMM, VZ, INTC) received zero weight, while high-return, lower-risk assets like AAPL, MSFT, and WMT received larger allocations. Diversification was achieved by spreading weight across growth stocks (AAPL, MSFT, AMZN, CRM), defensive names (MRK, AMGN, PG, WMT), and moderate-risk assets (UNH), reflecting the risk-averse investor preference."
L3,36,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, solving the quadratic program numerically via active-set reasoning. Assets with negative or very low expected returns (MMM, VZ, INTC) received zero weight, while high-return, lower-risk assets like AAPL and MSFT received the largest allocations. Diversification across sectors was achieved by including AMGN, MRK, WMT, PG, CRM, and UNH, which offer favorable return-to-risk tradeoffs and low covariances with the dominant holdings."
L0,37,"The portfolio was constructed using a near-equal-weight approach across all 30 stocks to maximize diversification and minimize concentration risk, which suits a risk-averse investor. Slightly higher weights were assigned to large-cap, financially stable companies with strong fundamentals such as AAPL, MSFT, JPM, JNJ, PG, KO, WMT, V, UNH, and AMZN, which tend to exhibit lower volatility and consistent earnings. Cyclical and more volatile sectors such as industrials and technology hardware received marginally lower weights to further reduce overall portfolio risk."
L1,37,"The portfolio was constructed using a mean-variance optimization approach favoring stocks with higher expected returns (AAPL, MSFT, AMZN, CRM) while controlling risk through diversification across sectors. Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded, and lower-volatility defensive names (MRK, AMGN, PG, WMT, JNJ) were included to reduce overall portfolio variance. Weights were assigned to balance return potential against covariance contributions, with no short selling and weights summing to 1."
L2,37,"The portfolio was constructed using mean-variance optimization with lambda=0.5, maximizing the objective function w'*mu - 0.5*lambda*w'*Sigma*w subject to no short-selling and weights summing to one. Assets with the highest risk-adjusted returns relative to their covariance contributions were favored, resulting in allocations to AAPL, MSFT, and WMT as top holdings due to their attractive return-to-risk profiles. Lower-volatility assets like MRK, PG, and AMGN were included to provide diversification benefits, while assets with negative or near-zero expected returns such as MMM, VZ, and INTC received zero weight."
L3,37,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, solving max_w mu^T w - (0.25) w^T Sigma w subject to non-negativity and full investment constraints via quadratic programming. Assets with the highest risk-adjusted returns (AAPL, MSFT, AMZN, CRM) received the largest allocations, while stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded entirely. Diversification was maintained by including defensive names like MRK, AMGN, UNH, PG, and WMT to reduce overall portfolio variance."
L0,38,"The portfolio was constructed using a near-equal-weight approach across all 30 stocks to maximize diversification and reduce concentration risk, which suits a risk-averse investor. Slightly higher weights were assigned to traditionally defensive and large-cap stable stocks such as AAPL, MSFT, JNJ, PG, KO, WMT, JPM, UNH, and V, which tend to exhibit lower volatility and consistent earnings. Cyclical and higher-volatility names like BA, DOW, and INTC received marginally lower weights to further reduce downside risk while maintaining broad sector exposure."
L1,38,"The portfolio was constructed using a mean-variance optimization approach favoring stocks with higher expected returns (AAPL, MSFT, AMZN, CRM) while controlling risk through diversification across sectors. Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded entirely, and lower-volatility defensive names (MRK, PG, WMT, JNJ, AMGN) were included to reduce overall portfolio variance. Weights were assigned to balance return potential against covariance contributions, with no short selling and weights summing to 1."
L2,38,"The portfolio was constructed using mean-variance optimization with lambda=0.5, balancing expected return against portfolio variance under no-short-selling and full-investment constraints. Assets with negative or very low expected returns (MMM, VZ, INTC) received zero weight, while high-return, lower-risk assets like AAPL, MSFT, AMZN, and WMT received larger allocations. Diversification was achieved by spreading weights across growth stocks (AAPL, MSFT, CRM), defensive names (WMT, PG, MRK), and moderate-risk assets (AMGN, UNH, V, AMZN) to reduce overall portfolio variance."
L3,38,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, solving the quadratic program numerically by allocating weight toward assets with high risk-adjusted returns while respecting non-negativity and full-investment constraints. Assets with negative or very low expected returns (MMM, VZ, INTC) received zero weight, and high-return assets (AAPL, MSFT) were balanced against lower-variance diversifiers (MRK, WMT, PG, AMGN) to reduce overall portfolio variance. The resulting portfolio concentrates on stocks offering the best trade-off between return and covariance contribution, achieving diversification across technology, healthcare, consumer staples, and financial sectors."
L0,39,"The portfolio was constructed using a near-equal weighting approach across all 30 stocks to maximize diversification and reduce concentration risk, which suits a risk-averse investor. Slightly higher weights were assigned to historically stable, large-cap companies with strong fundamentals such as AAPL, MSFT, JNJ, JPM, PG, KO, WMT, UNH, and V, which tend to exhibit lower volatility and consistent dividends. The broad allocation across multiple sectors including technology, healthcare, financials, consumer staples, industrials, and energy ensures the portfolio is not overly exposed to any single sector downturn."
L1,39,"The portfolio was constructed using a mean-variance optimization approach favoring stocks with higher expected returns (AAPL, MSFT, AMZN, CRM) while controlling risk through diversification into lower-volatility, lower-correlation assets (MRK, AMGN, PG, WMT, JNJ). Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded entirely, and weights were tilted toward assets with favorable return-to-variance ratios and low covariances with each other. The result balances growth-oriented holdings with defensive, low-volatility positions to suit a risk-averse investor."
L2,39,"The portfolio was constructed using mean-variance optimization with lambda=0.5, balancing expected return against portfolio variance by maximizing the objective w'mu - 0.5*lambda*w'Sigma*w subject to no short-selling and weights summing to one. Assets with negative or very low expected returns (MMM, VZ, INTC) received zero weight, while high-return, lower-risk assets like MSFT, AAPL, WMT, and AMZN received the largest allocations. Defensive holdings such as MRK, PG, AMGN, and UNH were included to reduce overall portfolio variance and improve diversification."
L3,39,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, allocating capital to assets with the highest risk-adjusted returns while respecting non-negativity and full-investment constraints. Assets with the highest expected returns relative to their variance and covariances received the largest weights, with AAPL and MSFT dominating due to high mu and moderate covariance, while low-return or negatively-expected-return assets such as MMM, VZ, and INTC received zero weight. Diversification was achieved by spreading remaining weight across AMZN, MRK, UNH, CRM, WMT, AMGN, V, and PG, which offer favorable return-to-risk tradeoffs and relatively low covariances with each other."
L0,40,"The portfolio was constructed with a risk-averse strategy by spreading weights across all 30 stocks to maximize diversification and minimize concentration risk. Defensive and dividend-paying stocks such as JNJ, PG, KO, WMT, MRK, and UNH received higher allocations due to their historically lower volatility and stable cash flows. Higher-growth technology names like AAPL and MSFT received modest overweights to balance long-term return potential while keeping overall portfolio risk in check."
L1,40,"The portfolio targets a mean-variance efficient allocation by overweighting stocks with the highest expected returns (AAPL, MSFT, AMZN, CRM) while using lower-volatility, lower-correlation assets (MRK, AMGN, PG, WMT) to dampen overall portfolio risk. Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded entirely, and high-variance stocks with elevated covariances (BA, DOW, AXP) were also omitted to reduce portfolio volatility. The result is a diversified mix across technology, healthcare, consumer staples, and financials that balances return potential against risk for a risk-averse investor."
L2,40,"The portfolio was constructed using mean-variance optimization with lambda=0.5, balancing expected return against portfolio variance by maximizing the objective w'mu - 0.5*w'Sigma*w subject to no short-selling and weights summing to one. Assets with negative or near-zero expected returns (MMM, VZ, INTC) were excluded, while high-return, relatively lower-risk assets like AAPL, MSFT, AMZN, and CRM received larger allocations. Diversification was achieved by including defensive names such as MRK, PG, WMT, AMGN, and UNH, which have lower covariances with the higher-growth holdings."
L3,40,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, solving the quadratic program numerically by evaluating the trade-off between expected return and portfolio variance under non-negativity and full-investment constraints. Assets with negative or very low expected returns (MMM, VZ, INTC) received zero weight, while high-return assets with relatively low covariance contributions (AAPL, MSFT, MRK, WMT, AMGN) received the largest allocations. The resulting portfolio balances return maximization against risk penalization, achieving diversification across technology, healthcare, consumer staples, and financial sectors."
L0,41,"The portfolio was constructed with a risk-averse strategy by overweighting defensive and dividend-paying stocks such as JNJ, PG, KO, WMT, and UNH, which tend to exhibit lower volatility and stable cash flows. Broad diversification across all 30 stocks and multiple sectors including technology, healthcare, consumer staples, financials, and industrials reduces concentration risk. Higher-volatility or cyclical names like BA, DOW, INTC, and MMM received smaller allocations to limit downside exposure while still maintaining full diversification."
L1,41,"The portfolio was constructed by focusing on stocks with higher expected returns (AAPL, MSFT, AMZN, CRM) while balancing risk through diversification into lower-volatility, lower-correlation assets (MRK, WMT, PG, AMGN, UNH, V). Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded entirely, and high-variance stocks with modest returns (BA, DOW, AXP) were also omitted to reduce overall portfolio volatility. The resulting allocation tilts toward high-return technology and growth names while anchoring risk with defensive and low-covariance holdings."
L2,41,"The portfolio was constructed using mean-variance optimization with lambda=0.5, balancing expected return against portfolio variance. Assets with negative or very low expected returns (MMM, VZ, INTC) were excluded entirely due to the no-short-selling constraint, while high-return assets like AAPL and MSFT received the largest allocations. Lower-variance defensive stocks such as MRK, WMT, PG, and JNJ were included to improve diversification and reduce overall portfolio risk for the risk-averse investor."
L3,41,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, solving the quadratic program numerically by evaluating the trade-off between expected return and portfolio variance under non-negativity and full-investment constraints. Assets with negative or very low expected returns (MMM, VZ, INTC, JNJ, DIS) received zero weight, while high-return assets with relatively contained covariance contributions (AAPL, MSFT, AMZN, CRM) received the largest allocations. Diversification was maintained by spreading remaining weight across AMGN, MRK, UNH, WMT, PG, V, and CAT, which offer moderate returns with low covariance relative to the dominant holdings."
L0,42,"The portfolio was constructed using a near-equal weighting approach across all 30 stocks to maximize diversification and reduce concentration risk, which suits a risk-averse investor. Slightly higher weights were assigned to historically stable, large-cap companies with strong fundamentals such as AAPL, MSFT, JNJ, JPM, PG, KO, WMT, UNH, and V, which tend to exhibit lower volatility and consistent dividends. The broad allocation across multiple sectors including technology, healthcare, financials, consumer staples, industrials, and energy ensures the portfolio is not overly exposed to any single sector downturn."
L1,42,"The portfolio focuses on stocks with the highest expected returns (AAPL, MSFT, AMZN, CRM) while balancing risk through diversification into lower-volatility, lower-correlation assets such as MRK, WMT, PG, and AMGN. Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded entirely, and weights were allocated to minimize overall portfolio variance by favoring assets with lower covariances relative to their return contribution. The result is a mean-variance efficient portfolio tilted toward growth with defensive stabilizers to suit a risk-averse investor."
L2,42,"The portfolio was constructed using mean-variance optimization with lambda=0.5, balancing expected return against portfolio variance by maximizing the objective w'*mu - 0.5*lambda*w'*Sigma*w subject to no short-selling and weights summing to one. Assets with higher risk-adjusted returns such as AAPL, MSFT, AMZN, and MRK received larger allocations, while lower-return or higher-risk assets like MMM, BA, VZ, and INTC were excluded. Diversification was achieved by spreading weights across growth, defensive, and value stocks including AMGN, CRM, UNH, WMT, PG, and V to reduce overall portfolio variance."
L3,42,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, solving the quadratic program numerically via a gradient-based QP approach that enforces non-negativity and full investment constraints. Assets with the highest risk-adjusted returns relative to their covariance contributions received positive weights, specifically AAPL and MSFT for high expected returns, MRK and WMT for low covariance with other assets, and AMGN, AMZN, CRM, and UNH for favorable return-to-risk tradeoffs. Assets with negative or near-zero expected returns (MMM, VZ, INTC) and those with high variance relative to their returns (BA, AXP, DOW) were excluded by the non-negativity constraint."
L0,43,"The portfolio was constructed with a risk-averse strategy by overweighting defensive and dividend-paying stocks such as JNJ, PG, KO, WMT, and UNH, which tend to exhibit lower volatility and stable cash flows. Higher-quality growth names like AAPL and MSFT received modest overweights given their strong balance sheets, while more cyclical or volatile names like BA, DOW, INTC, and MMM received lower allocations. Broad diversification across all 30 holdings across multiple sectors including technology, healthcare, consumer staples, financials, and industrials helps reduce unsystematic risk for the risk-averse investor."
L1,43,"The portfolio was constructed using a mean-variance optimization approach favoring stocks with higher expected returns (AAPL, MSFT, AMZN, CRM) while controlling risk through diversification across sectors. Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded, and lower-volatility defensive names (MRK, PG, WMT, JNJ, AMGN) were included to reduce overall portfolio variance. Weights were assigned to balance return potential against covariance contributions, with no short selling and weights summing to 1."
L2,43,"The portfolio was constructed using mean-variance optimization with lambda=0.5, balancing expected return against portfolio variance by maximizing the objective w'mu - 0.5*w'Sigma*w subject to no short-selling and weights summing to one. Assets with negative or very low expected returns (MMM, VZ, INTC) received zero weight, while high-return, lower-risk assets like AAPL, MSFT, and WMT received larger allocations. Diversification was achieved by spreading weight across growth stocks (AMZN, CRM), defensive names (MRK, AMGN, PG), and stable compounders (UNH, WMT) to reduce overall portfolio variance."
L3,43,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, allocating capital to assets with the highest risk-adjusted returns while satisfying non-negativity and full-investment constraints. Assets with negative or very low expected returns (MMM, VZ, INTC) received zero weight, while high-return, relatively lower-variance assets like AAPL and MSFT received the largest allocations. Diversification was maintained by spreading weights across growth-oriented (AMZN, CRM), defensive (MRK, AMGN, UNH), and stable (PG, WMT, V) names to balance the return-risk tradeoff."
L0,44,"The portfolio was constructed using a near-equal-weight approach across all 30 stocks to maximize diversification and minimize concentration risk, which suits a risk-averse investor. Slightly higher weights were assigned to large-cap, defensive, and dividend-paying stocks such as AAPL, MSFT, JNJ, PG, KO, WMT, and UNH, which historically exhibit lower volatility and stable earnings. All weights are non-negative and sum to exactly 1.0, satisfying the given constraints."
L1,44,"The portfolio focuses on stocks with the highest expected returns (AAPL, MSFT, AMZN, CRM) while balancing risk through diversification into lower-volatility, lower-correlation assets such as WMT, MRK, PG, and AMGN. Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded entirely, and high-variance stocks with elevated covariances (BA, DOW, AXP) were also omitted to reduce overall portfolio volatility. The resulting allocation seeks an efficient balance between return maximization and risk minimization consistent with a risk-averse investor's objectives."
L2,44,"The portfolio was constructed using mean-variance optimization with lambda=0.5, balancing expected return against portfolio variance via the objective of maximizing mu'w - 0.5*lambda*w'Sigma*w subject to no short selling and weights summing to one. Assets with negative or very low expected returns (MMM, VZ, INTC) received zero weight, while high-return, lower-risk assets like AAPL, MSFT, and WMT received the largest allocations. Diversification was achieved by spreading weight across growth stocks (AMZN, CRM), defensive names (MRK, AMGN, PG), and income-oriented holdings (UNH, WMT)."
L3,44,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, favoring assets with high expected returns relative to their variance and covariance contributions. Assets with negative or near-zero expected returns (MMM, VZ, INTC) received zero weight due to the non-negativity constraint, while high-return, lower-risk assets like AAPL, MSFT, AMZN, and CRM received larger allocations. Diversification was achieved by spreading weights across sectors including technology, healthcare (AMGN, MRK, UNH), consumer staples (PG, WMT), and financials (V, JPM) to reduce portfolio variance."
L0,45,"The portfolio was constructed using a near-equal-weight approach across all 30 stocks to maximize diversification and minimize concentration risk, which suits a risk-averse investor. Slightly higher weights were assigned to large-cap, financially stable companies with strong fundamentals such as AAPL, MSFT, JPM, JNJ, KO, PG, WMT, and V, which tend to exhibit lower volatility and consistent dividends. The allocation spans multiple sectors including technology, healthcare, consumer staples, financials, industrials, and energy, ensuring broad sector diversification to reduce portfolio-level risk."
L1,45,"The portfolio was constructed using a mean-variance optimization approach favoring stocks with higher expected returns (AAPL, MSFT, AMZN, CRM) while controlling risk through diversification across sectors. Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded entirely, and lower-volatility defensive names (MRK, PG, WMT, JNJ, AMGN) were included to reduce overall portfolio variance. Weights were assigned to balance return potential against covariance contributions, with no short selling and weights summing to 1."
L2,45,"The portfolio was constructed using mean-variance optimization with lambda=0.5, balancing expected return against portfolio variance by maximizing the objective w'*mu - 0.5*lambda*w'*Sigma*w subject to no short-selling and weights summing to one. Assets with higher risk-adjusted returns such as AAPL, MSFT, AMZN, and MSFT received larger allocations, while lower-return or higher-risk assets like MMM, BA, VZ, and INTC were excluded. Diversification was achieved by spreading weight across growth, defensive, and value names including MRK, WMT, UNH, AMGN, PG, and V to reduce overall portfolio variance."
L3,45,"The portfolio was constructed using constrained mean-variance optimization with lambda equal to 0.5, solving the quadratic program numerically via active-set or interior-point methods that enforce non-negativity and full investment constraints. Assets with the highest risk-adjusted returns relative to their covariance contributions received positive weights, while stocks with negative or very low expected returns such as MMM, VZ, and INTC were driven to zero by the non-negativity constraint. The resulting portfolio concentrates on MSFT and AAPL for high return, diversifies with defensive names like MRK, WMT, PG, and UNH to reduce variance, and includes AMGN, AMZN, and CRM for additional return contribution."
L0,46,"The portfolio was constructed using a near-equal-weight approach across all 30 stocks to maximize diversification and reduce concentration risk, which suits a risk-averse investor. Slightly higher weights were assigned to large-cap, defensive, and dividend-paying stocks such as AAPL, MSFT, JNJ, PG, KO, WMT, and UNH, which historically exhibit lower volatility and stable earnings. The allocation spans multiple sectors including technology, healthcare, consumer staples, financials, industrials, and energy, ensuring broad sector diversification to further mitigate portfolio risk."
L1,46,"The portfolio was constructed using a mean-variance optimization approach favoring stocks with higher expected returns (AAPL, MSFT, AMZN, CRM) while controlling risk through diversification across sectors. Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded entirely, and lower-volatility defensive names (MRK, AMGN, PG, WMT, JNJ) were included to reduce overall portfolio variance. Weights were assigned to balance return potential against covariance contributions, with no short selling and weights summing to 1."
L2,46,"The portfolio was constructed using mean-variance optimization with lambda=0.5, balancing expected returns against portfolio variance by maximizing the objective w'mu - 0.5*lambda*w'Sigma*w subject to no short-selling and weights summing to one. Higher weights were assigned to assets with strong risk-adjusted returns such as AAPL and MSFT, while low or negative expected return assets like MMM, VZ, and INTC received zero allocation. Diversification was achieved by spreading allocations across growth, defensive, and value-oriented stocks including WMT, MRK, PG, and UNH to reduce overall portfolio variance."
L3,46,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, maximizing the objective mu^T w - (0.25) * w^T Sigma w subject to non-negativity and full-investment constraints via quadratic programming. Assets with negative or near-zero expected returns (MMM, VZ, INTC) received zero weight, while high-return, relatively lower-risk assets (AAPL, MSFT, CRM, AMZN) received larger allocations. Diversification was maintained by spreading remaining weight across AMGN, MRK, UNH, WMT, PG, and V, which offer favorable return-to-risk tradeoffs and low covariances with the dominant holdings."
L0,47,"The portfolio was constructed with a risk-averse, diversified approach by spreading weights across all 30 stocks to avoid concentration risk. Defensive and dividend-paying stocks such as JNJ, PG, KO, WMT, MRK, and UNH received slightly higher allocations to reduce overall portfolio volatility. Higher-quality growth names like AAPL and MSFT were given modest overweights given their strong balance sheets, while more cyclical or volatile names like BA, DOW, and INTC received lower weights."
L1,47,"The portfolio focuses on stocks with the highest expected returns (AAPL, MSFT, AMZN, CRM) while balancing risk through diversification into lower-volatility, defensive names (MRK, PG, WMT, UNH, AMGN, V). Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded entirely, and high-variance stocks with elevated covariances (BA, AXP, DOW) were also omitted to reduce overall portfolio volatility. The resulting allocation tilts toward growth and quality while maintaining defensive exposure to dampen drawdowns for a risk-averse investor."
L2,47,"The portfolio was constructed using mean-variance optimization with lambda=0.5, balancing expected return against portfolio variance via the objective of maximizing (mu^T * w - 0.5 * lambda * w^T * Sigma * w). Assets with negative or near-zero expected returns (MMM, VZ, INTC) received zero weight due to the no-short-selling constraint, while high return-to-risk assets like AAPL, MSFT, AMZN, and MRK received the largest allocations. Lower-volatility diversifiers such as AMGN, PG, WMT, and V were included to reduce overall portfolio variance while maintaining diversification across sectors."
L3,47,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, allocating weight to assets with the highest risk-adjusted returns by maximizing mu^T w - (0.25)*w^T Sigma w subject to non-negativity and full-investment constraints. Assets with the highest expected returns relative to their variance and covariance contributions (AAPL, MSFT, AMZN, CRM, MRK, AMGN, UNH, WMT) received the largest allocations, while assets with negative or near-zero expected returns (MMM, VZ, INTC) were excluded. Diversification was maintained by spreading weights across sectors including technology, healthcare, financials, and consumer staples to reduce portfolio variance."
L0,48,"The portfolio was constructed using a near-equal-weight approach across all 30 stocks to maximize diversification and reduce concentration risk, which suits a risk-averse investor. Slightly higher weights were assigned to large-cap, defensive, and historically stable names such as AAPL, MSFT, JNJ, PG, WMT, KO, JPM, UNH, and V, which tend to exhibit lower volatility and steady earnings. The allocation spans multiple sectors including technology, healthcare, consumer staples, financials, industrials, and energy, ensuring broad sector diversification to further mitigate portfolio risk."
L1,48,"The portfolio focuses on stocks with the highest expected returns (AAPL, MSFT, AMZN, CRM) while balancing risk through diversification into lower-volatility, lower-correlation assets such as MRK, AMGN, PG, and WMT. Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded entirely, and weights were tilted toward assets with favorable return-to-risk profiles and lower covariances with each other. The resulting allocation spans technology, healthcare, consumer staples, and financials to reduce sector concentration and overall portfolio volatility."
L2,48,"The portfolio was constructed using mean-variance optimization with lambda=0.5, maximizing the objective w'mu - 0.5*w'Sigma*w subject to no short-selling and weights summing to one. Assets with negative or very low expected returns (MMM, VZ, INTC) received zero weight, while high-return, lower-risk assets like AAPL, MSFT, AMZN, and MRK were favored. Diversification was achieved by spreading allocations across growth, defensive, and value stocks including WMT, PG, AMGN, UNH, and CRM to reduce overall portfolio variance."
L3,48,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, maximizing the objective mu^T w - (0.25) * w^T Sigma w subject to non-negativity and full investment constraints via quadratic programming. Assets with negative or near-zero expected returns (MMM, VZ, INTC, BA) received zero weight, while high-return, lower-covariance assets like AAPL, MSFT, AMZN, CRM, and MRK received larger allocations. Diversification was maintained by spreading weights across sectors including technology, healthcare, financials, and consumer staples to reduce portfolio variance."
L0,49,"The portfolio was constructed with a risk-averse approach by spreading weights across all 30 stocks to maximize diversification and minimize concentration risk. Defensive and dividend-paying stocks such as JNJ, PG, KO, WMT, and UNH received slightly higher allocations due to their historically lower volatility and stable cash flows. Higher-growth technology names like AAPL and MSFT received modest overweights to balance some growth potential while keeping overall portfolio risk low."
L1,49,"The portfolio focuses on stocks with the highest expected returns (AAPL, MSFT, AMZN, CRM) while incorporating lower-volatility defensive names (MRK, PG, WMT, AMGN) to reduce overall portfolio risk. Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded entirely, and high-covariance stocks (BA, AXP) were avoided to minimize correlation-driven risk. The resulting allocation balances growth potential with diversification across technology, healthcare, consumer staples, and financial sectors."
L2,49,"The portfolio was constructed using mean-variance optimization with lambda=0.5, balancing expected return against portfolio variance by maximizing the objective w'*mu - 0.5*lambda*w'*Sigma*w subject to no short-selling and weights summing to one. Higher weights were assigned to assets with strong risk-adjusted returns such as AAPL and MSFT, while low-return or high-variance assets like MMM, BA, VZ, and INTC received zero allocation. Diversification was maintained by spreading allocations across defensive names like MRK, WMT, PG, and AMGN to reduce overall portfolio risk."
L3,49,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, solving the quadratic program numerically via active-set/quadratic programming methods with non-negativity and full-investment constraints. Assets with the highest risk-adjusted returns relative to their covariance contributions received positive weights, specifically AAPL and MSFT for high expected returns, MRK, AMGN, and WMT for low covariance with other assets, and AMZN, CRM, UNH, PG for favorable return-to-risk ratios. Assets with negative or near-zero expected returns (MMM, VZ, INTC) and those with high variance relative to their returns (BA, AXP, DOW) were excluded by the non-negativity constraints."
L0,50,"The portfolio was constructed with a risk-averse strategy by overweighting defensive and dividend-paying stocks such as JNJ, PG, KO, WMT, and UNH, which tend to exhibit lower volatility and stable cash flows. Broad diversification across all 30 stocks spanning technology, healthcare, consumer staples, financials, industrials, and energy sectors reduces concentration risk and unsystematic exposure. Higher-volatility or cyclical names like BA, DOW, INTC, and MMM received smaller allocations, while large-cap quality growth names like AAPL and MSFT received modest overweights given their strong balance sheets."
L1,50,"The portfolio was constructed by focusing on stocks with higher expected returns (AAPL, MSFT, AMZN, CRM) while balancing risk through diversification into lower-volatility, lower-correlation assets (MRK, PG, WMT, AMGN, UNH, V). Stocks with negative or near-zero expected returns (MMM, VZ, INTC) were excluded entirely, and high-variance stocks with elevated covariances (BA, AXP, DOW) were also omitted to reduce overall portfolio volatility. The resulting allocation tilts toward high-return technology and growth names while anchoring risk with defensive and low-correlation holdings."
L2,50,"The portfolio was constructed using mean-variance optimization with lambda=0.5, balancing expected return against portfolio variance by maximizing the objective w'*mu - 0.5*lambda*w'*Sigma*w subject to no short-selling and weights summing to one. Assets with negative or near-zero expected returns (MMM, VZ, INTC) received zero allocation, while high-return, relatively lower-risk assets like AAPL, MSFT, AMZN, and CRM received larger weights. Diversification was maintained by including defensive names such as MRK, PG, WMT, and UNH to reduce overall portfolio variance."
L3,50,"The portfolio was constructed using constrained mean-variance optimization with lambda=0.5, maximizing the objective mu^T w - (0.25) w^T Sigma w subject to non-negativity and full-investment constraints via quadratic programming. Assets with negative or near-zero expected returns (MMM, VZ, INTC, DIS, JNJ) received zero weight, while high-return assets (AAPL, MSFT) and low-variance diversifiers (MRK, AMGN, WMT, PG) received meaningful allocations. The resulting portfolio balances return maximization against risk penalization, spreading weight across 14 assets to achieve diversification consistent with a risk-averse investor's objectives."
